day_of_week,period,carpark,hour,red,white
Saturday,Holiday,CP5B,16,1,2
Saturday,Holiday,CP5B,17,1,4
Saturday,Holiday,CP5B,18,0,3
Saturday,Holiday,CP5B,19,0,3
Sunday,Holiday,CP5B,7,0,3
Sunday,Holiday,CP5B,8,0,3
Sunday,Holiday,CP5B,9,0,2
Sunday,Holiday,CP5B,10,0,1
Sunday,Holiday,CP5B,14,0,1
Sunday,Holiday,CP5B,15,0,1
Sunday,Holiday,CP5B,16,0,2
Sunday,Holiday,CP5B,17,0,2
Sunday,Holiday,CP5B,18,0,1
Sunday,Holiday,CP5B,19,0,1
Sunday,Holiday,CP5B,20,0,1
Sunday,Holiday,CP5B,21,0,1
Sunday,Holiday,CP5B,22,0,1
Monday,Holiday,CP5B,8,0,1
Monday,Holiday,CP5B,9,2,1
Monday,Holiday,CP5B,10,2,3
Monday,Holiday,CP5B,11,1,3
Monday,Holiday,CP5B,12,1,3
Monday,Holiday,CP5B,13,1,1
Monday,Holiday,CP5B,14,0,2
Monday,Holiday,CP5B,15,0,1
Monday,Holiday,CP5B,16,1,3
Monday,Holiday,CP5B,17,1,5
Monday,Holiday,CP5B,18,1,5
Monday,Holiday,CP5B,19,1,3
Monday,Holiday,CP5B,20,0,3
Monday,Holiday,CP5B,21,0,3
Monday,Holiday,CP5B,22,0,2
Tuesday,Holiday,CP5B,7,1,0
Tuesday,Holiday,CP5B,8,8,1
Tuesday,Holiday,CP5B,9,9,2
Tuesday,Holiday,CP5B,10,12,0
Tuesday,Holiday,CP5B,11,12,0
Tuesday,Holiday,CP5B,12,8,0
Tuesday,Holiday,CP5B,13,9,0
Tuesday,Holiday,CP5B,14,9,1
Tuesday,Holiday,CP5B,15,10,2
Tuesday,Holiday,CP5B,16,10,2
Tuesday,Holiday,CP5B,17,9,1
Tuesday,Holiday,CP5B,18,7,1
Tuesday,Holiday,CP5B,19,4,2
Tuesday,Holiday,CP5B,20,0,2
Tuesday,Holiday,CP5B,21,0,5
Tuesday,Holiday,CP5B,22,0,3
Tuesday,Holiday,CP5B,23,0,2
Wednesday,Holiday,CP5B,0,0,1
Wednesday,Holiday,CP5B,7,1,0
Wednesday,Holiday,CP5B,8,8,1
Wednesday,Holiday,CP5B,9,10,4
Wednesday,Holiday,CP5B,10,10,3
Wednesday,Holiday,CP5B,11,10,3
Wednesday,Holiday,CP5B,12,11,2
Wednesday,Holiday,CP5B,13,9,3
Wednesday,Holiday,CP5B,14,10,4
Wednesday,Holiday,CP5B,15,10,4
Wednesday,Holiday,CP5B,16,10,2
Wednesday,Holiday,CP5B,17,8,4
Wednesday,Holiday,CP5B,18,6,3
Wednesday,Holiday,CP5B,19,2,6
Wednesday,Holiday,CP5B,20,1,8
Wednesday,Holiday,CP5B,21,0,12
Wednesday,Holiday,CP5B,22,0,12
Wednesday,Holiday,CP5B,23,0,4
Thursday,Holiday,CP5B,0,0,2
Thursday,Holiday,CP5B,2,0,1
Thursday,Holiday,CP5B,7,2,0
Thursday,Holiday,CP5B,8,9,0
Thursday,Holiday,CP5B,9,10,0
Thursday,Holiday,CP5B,10,10,3
Thursday,Holiday,CP5B,11,10,3
Thursday,Holiday,CP5B,12,8,2
Thursday,Holiday,CP5B,13,11,0
Thursday,Holiday,CP5B,14,11,1
Thursday,Holiday,CP5B,15,11,2
Thursday,Holiday,CP5B,16,11,2
Thursday,Holiday,CP5B,17,13,1
Thursday,Holiday,CP5B,18,12,1
Thursday,Holiday,CP5B,19,3,9
Thursday,Holiday,CP5B,20,1,10
Thursday,Holiday,CP5B,21,0,17
Thursday,Holiday,CP5B,22,0,14
Thursday,Holiday,CP5B,23,0,10
Friday,Holiday,CP5B,0,0,5
Friday,Holiday,CP5B,1,0,1
Friday,Holiday,CP5B,7,4,0
Friday,Holiday,CP5B,8,11,0
Friday,Holiday,CP5B,9,12,1
Friday,Holiday,CP5B,10,10,3
Friday,Holiday,CP5B,11,12,1
Friday,Holiday,CP5B,12,12,1
Friday,Holiday,CP5B,13,11,1
Friday,Holiday,CP5B,14,11,1
Friday,Holiday,CP5B,15,11,4
Friday,Holiday,CP5B,16,11,5
Friday,Holiday,CP5B,17,10,3
Friday,Holiday,CP5B,18,7,1
Friday,Holiday,CP5B,19,3,4
Friday,Holiday,CP5B,20,0,7
Friday,Holiday,CP5B,21,0,8
Friday,Holiday,CP5B,22,0,6
Friday,Holiday,CP5B,23,0,1
Saturday,Holiday,CP5B,7,1,0
Saturday,Holiday,CP5B,8,2,1
Saturday,Holiday,CP5B,9,3,3
Saturday,Holiday,CP5B,10,3,3
Saturday,Holiday,CP5B,11,0,4
Saturday,Holiday,CP5B,12,1,4
Saturday,Holiday,CP5B,13,2,6
Saturday,Holiday,CP5B,14,1,9
Saturday,Holiday,CP5B,15,1,9
Saturday,Holiday,CP5B,16,2,13
Saturday,Holiday,CP5B,17,2,14
Saturday,Holiday,CP5B,18,1,16
Saturday,Holiday,CP5B,19,0,3
Saturday,Holiday,CP5B,20,0,1
Saturday,Holiday,CP5B,21,0,1
Sunday,Holiday,CP5B,7,0,4
Sunday,Holiday,CP5B,8,0,8
Sunday,Holiday,CP5B,9,1,14
Sunday,Holiday,CP5B,10,1,17
Sunday,Holiday,CP5B,11,1,18
Sunday,Holiday,CP5B,12,1,19
Sunday,Holiday,CP5B,13,2,25
Sunday,Holiday,CP5B,14,3,28
Sunday,Holiday,CP5B,15,3,24
Sunday,Holiday,CP5B,16,1,15
Sunday,Holiday,CP5B,17,1,8
Sunday,Holiday,CP5B,18,1,8
Sunday,Holiday,CP5B,19,0,5
Sunday,Holiday,CP5B,20,0,1
Monday,School,CP5B,7,3,1
Monday,School,CP5B,8,19,0
Monday,School,CP5B,9,18,0
Monday,School,CP5B,10,18,2
Monday,School,CP5B,11,17,2
Monday,School,CP5B,12,15,1
Monday,School,CP5B,13,14,0
Monday,School,CP5B,14,17,1
Monday,School,CP5B,15,19,2
Monday,School,CP5B,16,16,1
Monday,School,CP5B,17,21,2
Monday,School,CP5B,18,19,0
Monday,School,CP5B,19,9,1
Monday,School,CP5B,20,2,5
Monday,School,CP5B,21,2,5
Monday,School,CP5B,22,0,1
Monday,School,CP5B,23,0,1
Tuesday,School,CP5B,7,2,0
Tuesday,School,CP5B,8,9,0
Tuesday,School,CP5B,9,10,0
Tuesday,School,CP5B,10,11,1
Tuesday,School,CP5B,11,10,1
Tuesday,School,CP5B,12,11,0
Tuesday,School,CP5B,13,11,0
Tuesday,School,CP5B,14,12,1
Tuesday,School,CP5B,15,11,0
Tuesday,School,CP5B,16,14,1
Tuesday,School,CP5B,17,15,2
Tuesday,School,CP5B,18,10,2
Tuesday,School,CP5B,19,10,2
Tuesday,School,CP5B,20,5,3
Tuesday,School,CP5B,21,1,8
Tuesday,School,CP5B,22,0,5
Tuesday,School,CP5B,23,0,2
Wednesday,School,CP5B,7,2,0
Wednesday,School,CP5B,8,10,2
Wednesday,School,CP5B,9,12,2
Wednesday,School,CP5B,10,10,1
Wednesday,School,CP5B,11,10,0
Wednesday,School,CP5B,12,10,0
Wednesday,School,CP5B,13,13,1
Wednesday,School,CP5B,14,14,1
Wednesday,School,CP5B,15,14,3
Wednesday,School,CP5B,16,16,1
Wednesday,School,CP5B,17,14,2
Wednesday,School,CP5B,18,10,1
Wednesday,School,CP5B,19,4,4
Wednesday,School,CP5B,20,0,10
Wednesday,School,CP5B,21,0,17
Wednesday,School,CP5B,22,1,15
Wednesday,School,CP5B,23,1,13
Thursday,School,CP5B,7,2,0
Thursday,School,CP5B,8,14,0
Thursday,School,CP5B,9,17,1
Thursday,School,CP5B,10,17,2
Thursday,School,CP5B,11,19,2
Thursday,School,CP5B,12,16,1
Thursday,School,CP5B,13,19,1
Thursday,School,CP5B,14,19,1
Thursday,School,CP5B,15,17,1
Thursday,School,CP5B,16,16,2
Thursday,School,CP5B,17,15,2
Thursday,School,CP5B,18,10,3
Thursday,School,CP5B,19,7,7
Thursday,School,CP5B,20,6,7
Thursday,School,CP5B,21,2,7
Thursday,School,CP5B,22,2,3
Thursday,School,CP5B,23,1,1
Friday,School,CP5B,0,1,0
Friday,School,CP5B,1,1,0
Friday,School,CP5B,2,1,0
Friday,School,CP5B,3,1,0
Friday,School,CP5B,4,1,0
Friday,School,CP5B,5,1,0
Friday,School,CP5B,6,1,0
Friday,School,CP5B,7,3,1
Friday,School,CP5B,8,11,0
Friday,School,CP5B,9,11,1
Friday,School,CP5B,10,10,4
Friday,School,CP5B,11,11,5
Friday,School,CP5B,12,9,3
Friday,School,CP5B,13,9,3
Friday,School,CP5B,14,9,3
Friday,School,CP5B,15,8,3
Friday,School,CP5B,16,7,2
Friday,School,CP5B,17,7,1
Friday,School,CP5B,18,3,1
Friday,School,CP5B,19,2,2
Friday,School,CP5B,20,1,3
Friday,School,CP5B,21,1,4
Friday,School,CP5B,22,0,4
Saturday,School,CP5B,8,1,3
Saturday,School,CP5B,9,1,9
Saturday,School,CP5B,10,1,13
Saturday,School,CP5B,11,0,7
Saturday,School,CP5B,12,0,8
Saturday,School,CP5B,13,0,10
Saturday,School,CP5B,14,0,8
Saturday,School,CP5B,15,3,3
Saturday,School,CP5B,16,3,4
Saturday,School,CP5B,17,3,7
Saturday,School,CP5B,18,3,6
Saturday,School,CP5B,19,0,4
Saturday,School,CP5B,21,0,2
Saturday,School,CP5B,23,0,1
Sunday,School,CP5B,0,0,1
Sunday,School,CP5B,7,0,2
Sunday,School,CP5B,8,0,5
Sunday,School,CP5B,9,1,9
Sunday,School,CP5B,10,1,9
Sunday,School,CP5B,11,1,9
Sunday,School,CP5B,12,1,6
Sunday,School,CP5B,13,0,4
Sunday,School,CP5B,14,0,8
Sunday,School,CP5B,15,1,13
Sunday,School,CP5B,16,1,14
Sunday,School,CP5B,17,1,12
Sunday,School,CP5B,18,1,8
Sunday,School,CP5B,19,1,4
Sunday,School,CP5B,21,0,1
Sunday,School,CP5B,22,0,1
Sunday,School,CP5B,23,0,1
Monday,School,CP5B,0,0,1
Monday,School,CP5B,7,3,1
Monday,School,CP5B,8,13,0
Monday,School,CP5B,9,14,2
Monday,School,CP5B,10,14,2
Monday,School,CP5B,11,12,1
Monday,School,CP5B,12,11,2
Monday,School,CP5B,13,10,1
Monday,School,CP5B,14,12,0
Monday,School,CP5B,15,11,1
Monday,School,CP5B,16,11,1
Monday,School,CP5B,17,11,3
Monday,School,CP5B,18,6,8
Monday,School,CP5B,19,4,16
Monday,School,CP5B,20,4,17
Monday,School,CP5B,21,3,19
Monday,School,CP5B,22,0,6
Monday,School,CP5B,23,1,5
Tuesday,School,CP5B,0,1,0
Tuesday,School,CP5B,7,2,0
Tuesday,School,CP5B,8,10,1
Tuesday,School,CP5B,9,13,1
Tuesday,School,CP5B,10,10,3
Tuesday,School,CP5B,11,10,1
Tuesday,School,CP5B,12,8,0
Tuesday,School,CP5B,13,10,0
Tuesday,School,CP5B,14,10,1
Tuesday,School,CP5B,15,10,0
Tuesday,School,CP5B,16,9,0
Tuesday,School,CP5B,17,11,2
Tuesday,School,CP5B,18,10,7
Tuesday,School,CP5B,19,4,18
Tuesday,School,CP5B,20,4,16
Tuesday,School,CP5B,21,2,17
Tuesday,School,CP5B,22,0,7
Tuesday,School,CP5B,23,0,4
Wednesday,School,CP5B,0,0,1
Wednesday,School,CP5B,7,4,0
Wednesday,School,CP5B,8,15,0
Wednesday,School,CP5B,9,17,0
Wednesday,School,CP5B,10,17,2
Wednesday,School,CP5B,11,16,0
Wednesday,School,CP5B,12,13,0
Wednesday,School,CP5B,13,11,0
Wednesday,School,CP5B,14,12,0
Wednesday,School,CP5B,15,13,1
Wednesday,School,CP5B,16,13,1
Wednesday,School,CP5B,17,12,0
Wednesday,School,CP5B,18,6,4
Wednesday,School,CP5B,19,3,14
Wednesday,School,CP5B,20,2,15
Wednesday,School,CP5B,21,0,17
Wednesday,School,CP5B,22,0,5
Wednesday,School,CP5B,23,0,1
Thursday,School,CP5B,0,0,1
Thursday,School,CP5B,6,1,0
Thursday,School,CP5B,7,5,0
Thursday,School,CP5B,8,14,0
Thursday,School,CP5B,9,16,0
Thursday,School,CP5B,10,15,1
Thursday,School,CP5B,11,14,2
Thursday,School,CP5B,12,13,1
Thursday,School,CP5B,13,12,0
Thursday,School,CP5B,14,12,0
Thursday,School,CP5B,15,11,3
Thursday,School,CP5B,16,11,3
Thursday,School,CP5B,17,10,1
Thursday,School,CP5B,18,6,8
Thursday,School,CP5B,19,7,10
Thursday,School,CP5B,20,4,17
Thursday,School,CP5B,21,2,18
Thursday,School,CP5B,22,0,7
Thursday,School,CP5B,23,0,3
Friday,School,CP5B,7,3,0
Friday,School,CP5B,8,9,0
Friday,School,CP5B,9,10,4
Friday,School,CP5B,10,11,0
Friday,School,CP5B,11,11,0
Friday,School,CP5B,12,6,0
Friday,School,CP5B,13,6,1
Friday,School,CP5B,14,6,1
Friday,School,CP5B,15,6,2
Friday,School,CP5B,16,7,2
Friday,School,CP5B,17,6,2
Friday,School,CP5B,18,1,7
Friday,School,CP5B,19,0,15
Friday,School,CP5B,20,0,21
Friday,School,CP5B,21,0,23
Friday,School,CP5B,22,0,22
Friday,School,CP5B,23,0,6
Saturday,School,CP5B,8,0,2
Saturday,School,CP5B,9,1,3
Saturday,School,CP5B,10,1,4
Saturday,School,CP5B,11,1,2
Saturday,School,CP5B,12,1,1
Saturday,School,CP5B,15,3,0
Saturday,School,CP5B,16,3,0
Saturday,School,CP5B,17,1,0
Saturday,School,CP5B,18,0,2
Saturday,School,CP5B,19,0,2
Saturday,School,CP5B,20,0,1
Sunday,School,CP5B,10,0,1
Sunday,School,CP5B,11,0,1
Sunday,School,CP5B,19,1,0
Sunday,School,CP5B,20,1,0
Sunday,School,CP5B,21,0,1
Monday,School,CP5B,7,1,4
Monday,School,CP5B,8,1,5
Monday,School,CP5B,9,1,3
Monday,School,CP5B,10,0,1
Monday,School,CP5B,14,0,3
Monday,School,CP5B,15,0,3
Monday,School,CP5B,16,0,3
Monday,School,CP5B,17,0,3
Monday,School,CP5B,20,0,1
Monday,School,CP5B,21,0,1
Monday,School,CP5B,22,0,1
Tuesday,School,CP5B,14,0,1
Tuesday,School,CP5B,15,0,1
Tuesday,School,CP5B,20,0,1
Tuesday,School,CP5B,21,0,1
Tuesday,School,CP5B,22,0,1
Wednesday,School,CP5B,7,2,1
Wednesday,School,CP5B,8,6,0
Wednesday,School,CP5B,9,9,0
Wednesday,School,CP5B,10,9,0
Wednesday,School,CP5B,11,8,2
Wednesday,School,CP5B,12,8,1
Wednesday,School,CP5B,13,5,0
Wednesday,School,CP5B,14,5,1
Wednesday,School,CP5B,15,6,2
Wednesday,School,CP5B,16,6,1
Wednesday,School,CP5B,17,7,2
Wednesday,School,CP5B,18,6,2
Wednesday,School,CP5B,19,2,6
Wednesday,School,CP5B,20,1,3
Wednesday,School,CP5B,21,1,3
Wednesday,School,CP5B,22,0,2
Wednesday,School,CP5B,23,0,1
Thursday,School,CP5B,7,3,0
Thursday,School,CP5B,8,13,0
Thursday,School,CP5B,9,12,1
Thursday,School,CP5B,10,11,2
Thursday,School,CP5B,11,11,1
Thursday,School,CP5B,12,11,1
Thursday,School,CP5B,13,14,1
Thursday,School,CP5B,14,14,3
Thursday,School,CP5B,15,13,1
Thursday,School,CP5B,16,13,1
Thursday,School,CP5B,17,11,0
Thursday,School,CP5B,18,9,0
Thursday,School,CP5B,19,5,1
Thursday,School,CP5B,20,1,6
Thursday,School,CP5B,21,0,12
Thursday,School,CP5B,22,0,13
Thursday,School,CP5B,23,0,5
Friday,School,CP5B,0,0,1
Friday,School,CP5B,7,3,0
Friday,School,CP5B,8,12,0
Friday,School,CP5B,9,11,3
Friday,School,CP5B,10,13,1
Friday,School,CP5B,11,10,0
Friday,School,CP5B,12,6,0
Friday,School,CP5B,13,9,0
Friday,School,CP5B,14,9,3
Friday,School,CP5B,15,10,2
Friday,School,CP5B,16,10,2
Friday,School,CP5B,17,11,1
Friday,School,CP5B,18,5,2
Friday,School,CP5B,19,4,5
Friday,School,CP5B,20,0,6
Friday,School,CP5B,21,0,6
Friday,School,CP5B,22,0,2
Friday,School,CP5B,23,0,2
Saturday,School,CP5B,7,0,1
Saturday,School,CP5B,8,1,3
Saturday,School,CP5B,9,1,3
Saturday,School,CP5B,10,1,4
Saturday,School,CP5B,11,0,3
Saturday,School,CP5B,12,0,3
Saturday,School,CP5B,13,0,3
Saturday,School,CP5B,14,0,2
Saturday,School,CP5B,15,0,2
Saturday,School,CP5B,16,1,2
Saturday,School,CP5B,17,2,1
Saturday,School,CP5B,18,2,1
Saturday,School,CP5B,19,0,1
Sunday,School,CP5B,8,1,3
Sunday,School,CP5B,9,1,5
Sunday,School,CP5B,10,0,6
Sunday,School,CP5B,11,0,3
Sunday,School,CP5B,12,0,1
Sunday,School,CP5B,13,1,0
Sunday,School,CP5B,14,1,2
Sunday,School,CP5B,15,0,1
Sunday,School,CP5B,16,1,7
Sunday,School,CP5B,17,1,7
Sunday,School,CP5B,18,1,5
Sunday,School,CP5B,19,0,4
Sunday,School,CP5B,22,0,1
Sunday,School,CP5B,23,0,1
Monday,School,CP5B,7,3,0
Monday,School,CP5B,8,14,0
Monday,School,CP5B,9,14,0
Monday,School,CP5B,10,14,1
Monday,School,CP5B,11,13,2
Monday,School,CP5B,12,12,1
Monday,School,CP5B,13,11,1
Monday,School,CP5B,14,12,0
Monday,School,CP5B,15,12,0
Monday,School,CP5B,16,13,1
Monday,School,CP5B,17,13,1
Monday,School,CP5B,18,11,1
Monday,School,CP5B,19,2,5
Monday,School,CP5B,20,2,7
Monday,School,CP5B,21,2,7
Monday,School,CP5B,22,0,3
Monday,School,CP5B,23,0,3
Tuesday,School,CP5B,7,3,1
Tuesday,School,CP5B,8,10,0
Tuesday,School,CP5B,9,9,1
Tuesday,School,CP5B,10,7,1
Tuesday,School,CP5B,11,6,1
Tuesday,School,CP5B,12,6,1
Tuesday,School,CP5B,13,6,0
Tuesday,School,CP5B,14,6,0
Tuesday,School,CP5B,15,6,4
Tuesday,School,CP5B,16,5,4
Tuesday,School,CP5B,17,5,3
Tuesday,School,CP5B,18,7,3
Tuesday,School,CP5B,19,6,6
Tuesday,School,CP5B,20,1,8
Tuesday,School,CP5B,21,1,6
Tuesday,School,CP5B,22,0,4
Tuesday,School,CP5B,23,0,2
Wednesday,School,CP5B,7,1,0
Wednesday,School,CP5B,8,6,1
Wednesday,School,CP5B,9,5,1
Wednesday,School,CP5B,10,4,1
Wednesday,School,CP5B,11,2,3
Wednesday,School,CP5B,12,0,1
Wednesday,School,CP5B,14,0,2
Wednesday,School,CP5B,15,0,2
Wednesday,School,CP5B,16,0,1
Wednesday,School,CP5B,19,0,2
Wednesday,School,CP5B,20,0,2
Wednesday,School,CP5B,21,0,6
Wednesday,School,CP5B,22,0,6
Wednesday,School,CP5B,23,0,4
Thursday,School,CP5B,0,0,1
Thursday,School,CP5B,7,3,0
Thursday,School,CP5B,8,9,3
Thursday,School,CP5B,9,10,4
Thursday,School,CP5B,10,7,6
Thursday,School,CP5B,11,9,4
Thursday,School,CP5B,12,11,3
Thursday,School,CP5B,13,12,3
Thursday,School,CP5B,14,12,2
Thursday,School,CP5B,15,14,3
Thursday,School,CP5B,16,11,2
Thursday,School,CP5B,17,9,3
Thursday,School,CP5B,18,7,1
Thursday,School,CP5B,19,6,1
Thursday,School,CP5B,20,3,9
Thursday,School,CP5B,21,2,12
Thursday,School,CP5B,22,1,13
Thursday,School,CP5B,23,1,10
Friday,School,CP5B,7,2,0
Friday,School,CP5B,8,3,1
Friday,School,CP5B,9,5,3
Friday,School,CP5B,10,6,1
Friday,School,CP5B,11,4,1
Friday,School,CP5B,12,3,1
Friday,School,CP5B,13,5,2
Friday,School,CP5B,14,7,1
Friday,School,CP5B,15,7,1
Friday,School,CP5B,16,6,3
Friday,School,CP5B,17,5,2
Friday,School,CP5B,18,4,4
Friday,School,CP5B,19,2,2
Friday,School,CP5B,20,0,5
Friday,School,CP5B,21,0,5
Friday,School,CP5B,22,0,5
Friday,School,CP5B,23,0,2
Saturday,School,CP5B,0,0,1
Saturday,School,CP5B,8,2,2
Saturday,School,CP5B,9,2,3
Saturday,School,CP5B,10,4,4
Saturday,School,CP5B,11,3,4
Saturday,School,CP5B,12,1,3
Saturday,School,CP5B,13,1,4
Saturday,School,CP5B,14,1,3
Saturday,School,CP5B,15,2,3
Saturday,School,CP5B,16,2,4
Saturday,School,CP5B,17,2,9
Saturday,School,CP5B,18,1,13
Saturday,School,CP5B,19,1,16
Saturday,School,CP5B,20,1,17
Saturday,School,CP5B,21,1,17
Saturday,School,CP5B,22,1,0
Sunday,School,CP5B,7,1,4
Sunday,School,CP5B,8,1,8
Sunday,School,CP5B,9,1,10
Sunday,School,CP5B,10,0,9
Sunday,School,CP5B,11,0,7
Sunday,School,CP5B,12,0,6
Sunday,School,CP5B,13,0,2
Sunday,School,CP5B,14,1,1
Sunday,School,CP5B,15,1,0
Sunday,School,CP5B,16,1,4
Sunday,School,CP5B,17,1,4
Sunday,School,CP5B,18,0,4
Sunday,School,CP5B,19,0,1
Sunday,School,CP5B,23,0,1
Monday,School,CP5B,0,0,1
Monday,School,CP5B,7,2,0
Monday,School,CP5B,8,10,0
Monday,School,CP5B,9,11,1
Monday,School,CP5B,10,13,1
Monday,School,CP5B,11,12,0
Monday,School,CP5B,12,10,0
Monday,School,CP5B,13,10,2
Monday,School,CP5B,14,10,4
Monday,School,CP5B,15,10,2
Monday,School,CP5B,16,10,4
Monday,School,CP5B,17,11,2
Monday,School,CP5B,18,8,0
Monday,School,CP5B,19,5,1
Monday,School,CP5B,20,4,0
Monday,School,CP5B,21,4,1
Monday,School,CP5B,22,4,1
Monday,School,CP5B,23,3,1
Tuesday,School,CP5B,7,2,0
Tuesday,School,CP5B,8,13,2
Tuesday,School,CP5B,9,15,2
Tuesday,School,CP5B,10,11,1
Tuesday,School,CP5B,11,9,1
Tuesday,School,CP5B,12,10,0
Tuesday,School,CP5B,13,9,2
Tuesday,School,CP5B,14,12,2
Tuesday,School,CP5B,15,13,2
Tuesday,School,CP5B,16,13,0
Tuesday,School,CP5B,17,11,1
Tuesday,School,CP5B,18,9,1
Tuesday,School,CP5B,19,4,1
Tuesday,School,CP5B,20,2,2
Tuesday,School,CP5B,21,0,3
Tuesday,School,CP5B,22,0,1
Wednesday,School,CP5B,7,2,0
Wednesday,School,CP5B,8,8,1
Wednesday,School,CP5B,9,10,1
Wednesday,School,CP5B,10,10,3
Wednesday,School,CP5B,11,10,1
Wednesday,School,CP5B,12,11,1
Wednesday,School,CP5B,13,10,2
Wednesday,School,CP5B,14,9,1
Wednesday,School,CP5B,15,7,2
Wednesday,School,CP5B,16,7,2
Wednesday,School,CP5B,17,8,1
Wednesday,School,CP5B,18,8,1
Wednesday,School,CP5B,19,4,6
Wednesday,School,CP5B,20,2,7
Wednesday,School,CP5B,21,0,8
Wednesday,School,CP5B,22,0,7
Thursday,School,CP5B,7,3,0
Thursday,School,CP5B,8,13,2
Thursday,School,CP5B,9,16,5
Thursday,School,CP5B,10,16,4
Thursday,School,CP5B,11,16,5
Thursday,School,CP5B,12,14,3
Thursday,School,CP5B,13,14,1
Thursday,School,CP5B,14,17,3
Thursday,School,CP5B,15,18,2
Thursday,School,CP5B,16,17,1
Thursday,School,CP5B,17,14,3
Thursday,School,CP5B,18,9,1
Thursday,School,CP5B,19,3,0
Thursday,School,CP5B,20,1,1
Thursday,School,CP5B,21,0,3
Thursday,School,CP5B,22,0,4
Thursday,School,CP5B,23,0,2
Friday,School,CP5B,6,1,0
Friday,School,CP5B,7,4,1
Friday,School,CP5B,8,11,6
Friday,School,CP5B,9,13,10
Friday,School,CP5B,10,16,6
Friday,School,CP5B,11,17,5
Friday,School,CP5B,12,17,3
Friday,School,CP5B,13,17,3
Friday,School,CP5B,14,19,4
Friday,School,CP5B,15,16,5
Friday,School,CP5B,16,17,6
Friday,School,CP5B,17,16,7
Friday,School,CP5B,18,4,1
Friday,School,CP5B,20,1,1
Friday,School,CP5B,21,1,1
Saturday,Holiday,CP5B,8,0,4
Saturday,Holiday,CP5B,9,1,5
Saturday,Holiday,CP5B,10,1,5
Saturday,Holiday,CP5B,11,0,5
Saturday,Holiday,CP5B,12,0,6
Saturday,Holiday,CP5B,13,0,4
Saturday,Holiday,CP5B,14,0,4
Saturday,Holiday,CP5B,15,0,2
Saturday,Holiday,CP5B,16,1,1
Saturday,Holiday,CP5B,17,2,1
Saturday,Holiday,CP5B,18,2,2
Saturday,Holiday,CP5B,19,0,2
Saturday,Holiday,CP5B,20,0,2
Sunday,Holiday,CP5B,8,0,18
Sunday,Holiday,CP5B,9,0,22
Sunday,Holiday,CP5B,10,0,22
Sunday,Holiday,CP5B,11,0,19
Sunday,Holiday,CP5B,12,1,15
Sunday,Holiday,CP5B,13,1,9
Sunday,Holiday,CP5B,14,0,16
Sunday,Holiday,CP5B,15,0,20
Sunday,Holiday,CP5B,16,0,21
Sunday,Holiday,CP5B,17,0,17
Sunday,Holiday,CP5B,18,0,11
Sunday,Holiday,CP5B,19,0,8
Sunday,Holiday,CP5B,20,0,2
Sunday,Holiday,CP5B,21,0,1
Sunday,Holiday,CP5B,22,0,1
Monday,Holiday,CP5B,7,4,0
Monday,Holiday,CP5B,8,15,0
Monday,Holiday,CP5B,9,15,2
Monday,Holiday,CP5B,10,14,1
Monday,Holiday,CP5B,11,14,1
Monday,Holiday,CP5B,12,10,1
Monday,Holiday,CP5B,13,11,3
Monday,Holiday,CP5B,14,12,6
Monday,Holiday,CP5B,15,14,7
Monday,Holiday,CP5B,16,14,4
Monday,Holiday,CP5B,17,15,2
Monday,Holiday,CP5B,18,15,2
Monday,Holiday,CP5B,19,3,6
Monday,Holiday,CP5B,20,0,8
Monday,Holiday,CP5B,21,0,6
Monday,Holiday,CP5B,22,0,3
Tuesday,Holiday,CP5B,7,1,0
Tuesday,Holiday,CP5B,8,8,1
Tuesday,Holiday,CP5B,9,9,1
Tuesday,Holiday,CP5B,10,6,2
Tuesday,Holiday,CP5B,11,5,0
Tuesday,Holiday,CP5B,12,8,0
Tuesday,Holiday,CP5B,13,8,0
Tuesday,Holiday,CP5B,14,7,1
Tuesday,Holiday,CP5B,15,8,0
Tuesday,Holiday,CP5B,16,9,1
Tuesday,Holiday,CP5B,17,10,1
Tuesday,Holiday,CP5B,18,8,0
Tuesday,Holiday,CP5B,19,5,2
Tuesday,Holiday,CP5B,20,1,4
Tuesday,Holiday,CP5B,21,1,4
Tuesday,Holiday,CP5B,22,0,1
Wednesday,Holiday,CP5B,7,2,0
Wednesday,Holiday,CP5B,8,6,1
Wednesday,Holiday,CP5B,9,10,1
Wednesday,Holiday,CP5B,10,10,0
Wednesday,Holiday,CP5B,11,9,1
Wednesday,Holiday,CP5B,12,9,0
Wednesday,Holiday,CP5B,13,9,2
Wednesday,Holiday,CP5B,14,10,0
Wednesday,Holiday,CP5B,15,10,0
Wednesday,Holiday,CP5B,16,10,0
Wednesday,Holiday,CP5B,17,10,0
Wednesday,Holiday,CP5B,18,8,0
Wednesday,Holiday,CP5B,19,2,3
Wednesday,Holiday,CP5B,20,0,3
Wednesday,Holiday,CP5B,21,0,2
Wednesday,Holiday,CP5B,22,0,2
Thursday,Holiday,CP5B,7,3,0
Thursday,Holiday,CP5B,8,12,1
Thursday,Holiday,CP5B,9,14,1
Thursday,Holiday,CP5B,10,12,4
Thursday,Holiday,CP5B,11,13,3
Thursday,Holiday,CP5B,12,12,1
Thursday,Holiday,CP5B,13,11,1
Thursday,Holiday,CP5B,14,12,1
Thursday,Holiday,CP5B,15,11,0
Thursday,Holiday,CP5B,16,12,2
Thursday,Holiday,CP5B,17,12,1
